,Review_ID,Rating,Year_Month,Reviewer_Location,Review_Text,Branch,dominant_topic,feature name
10,661650072,1,2018-10,Canada,"We visited Disneyland in October November 2018We bought our 4, 5 day passes online and due to an error online, we were unable to buy the Canadian rate discount and were charged full rate (about at $400 error)Called Disneyland and told them what happened online. Talked to 3 different service agents at different times. (2 agents were rude, the last nice) All they would say is sorry, last agent said try the credit card company or talked to the front gate customer service.MasterCard said the transaction had already been processed Went to the front gate... More sorry nothing can be done here, go inside and talk to Customer RelationsTalked to Customer Relations, just more sorry we can   t do anything from another 2 agents I have been to Disneyland over 50 times since 1977, I WILL NEVER GO BACKThe whole experience ruined our trip, be Warned: Disney is a corporation and only cares about their bottom line",Disneyland_California,7,told disneyland cast ask disnei said member dai park employe ticket peopl ride time line
11,659743835,2,2019-3,United States,We used to love it at Disneyland but the park is literally just getting busier and busier everytime we go. It ruins the experience. 90 minutes waiting for a 3 minute ride isn't worth it. I'm not sure there's anything they can do but it won't continue to be our go to destination,Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
12,659354552,2,2019-3,United States,"I   m sad that Disneyland makes you wait in line for Hours to    plead    your case for why your disabled child should get a disability pass. It   s unfair in a very cruel way. They won   t look at your doctors notes. You have to explain,or beg, why your child, should be allowed a pass, Which I kinda get but at the same time, find it very discriminatory. I don   t think they like they way I looked. He didn   t even listen to me. Said he didn   t understand big words, medical terms mean nothing to him, he is not a doctor. He was beyond rude . He was outright mean. I picked a Disney vacation because they cater to families with disabled children. Or at least I thought they did. We were celebrating my daughters last chemo. Which is great and all, but unfortunately because of 28 MONTHS of intense chemo and the high dose steroids to treat blood cancer she has severe osteonecrosis, which we can   t treat because it requires total joint replacement of her ankles, knees and hips, which is not possible during treatment, so we have to wait until her anc comes back with normal numbers and she is healthy enough to undergo such intense surgery. In about 3 months. Until then she lives in intense pain which is ongoing for over a year.  Osteonecrosis is dead bone. My daughters is extremely severe. It   s an extremely painful condition. But that didn   t qualify her for a pass. But a lady standing next to me, her son didn   t like loud noises, he got a pass. I was mind blown. I didn   t even go seeking this out. A cast member, an employee of Disney told me to go do this. To get a DAS pass after seeing her struggle to stand and wince in pain while meeting tinkerbell . The man assessing whether or not my daughter was disabled enough for a pass looked me dead in the eye and asked me why i brought her to Disneyland if she was sick and in pain. What kind of question in that?? I thought it was Disneyland. The happiest place on earth. She has at least 12 major upcoming surgeries, she has been on treatment for cancer for over two years. Why wouldn   t I bring her to Disneyland? We could have went there for a make a wish trip, but she wished something else. She later expressed her desire to have went to Disney and I took her on my own make a wish, and even though Disneyland is actually quite crappy to disabled people. I still got to see her smile and light up at seeing the parade. The joy on her face was contagious at meeting tinkerbell. All in, I   m glad she got to complete her dream of going to Disneyland. She could only do about 3 hours a day, on a 3 day pass. But it   s whatever. We came and saw. We rode 1 ride a day. We wouldn   t dream of ever going back and for that, I   m thankful.",Disneyland_California,7,told disneyland cast ask disnei said member dai park employe ticket peopl ride time line
13,659054990,1,2019-3,United States,Cindy is by far the worst employee i have come across in the 26 yrs I have been going to disneyland. She was working at the red cart which sells corn dogs. She lied to us and was super rude when we found out other people had ordered the exact thing we were trying to (which she claimed was not possible). Seriously disneyland needs to hire nicer people if they are going to advertise disneyland as the happiest place on earth. So disappointed in cindy and the way she treated us.,Disneyland_California,7,told disneyland cast ask disnei said member dai park employe ticket peopl ride time line
14,656088536,2,2019-2,United States,Many rides were closed for maintenance. Then other rides shut down while waiting in line. Couldn't even use the FastPass for one of them (Indiana Jones) because it never re opened. Had to return to Thunder Mountain after already waiting an hour before it broke down the first time. Was able to use the Fastpass from Indy to shorten the wait when we returned. The main iconic castle you see in the pictures is covered with some sort of canvas that has a picture of the castle instead.Not worth the few rides we were able to go on for $129 each!,Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
15,655304949,2,2019-2,United States,"Broken down rides, unhappy employees, dirty. Definitely not the most magical place on earth I will go to Disney Orlando again in a minute as we   ve been there many times the girls wanted to try something new so we went to California Disney instead so disappointed. Snow White ride malfunctioned and my husband was hit with the cart. Employee didn   t even care just picked up his back pack that was dropped in the process and handed it to him. The ride was closed down due to him being hit though. None of us ever have the want to return to Disneyland again. ",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
16,655278938,2,2019-2,United States,"We recently went to Balboa Island on vacation with the family. We also have never been to California but figured since we were so close that visiting Disneyland was a MUST!. We went in February which was off season and everything was just okay. It was so overcrowded. Even being offseason, i can't imagine what the busy season looks like or how you could even function.Everyone is packed together and the park is pretty outdated and it shows. For the amount of money Disney brings in and charges they should be ashamed of the condition of the park. Just slapping new paint on old rides and giving it a new name. I know its a type of marketing and branding but the park size is just way to small for the amount of people to go in there.People are rude, My daughter and wife got puked on by some guy getting off a ride at the park. Ive also been to Disney world as we are from the east coast. If you are reading this based on choosing... Go there. its the same cooperate structure but it is far larger and superior as parks go. If I had a choice now i would have gone to knox berry farms instead.",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
17,653846728,1,2019-2,Canada,"Oh my gosh!! Where do I even begin. We drove to LA from Northern Alberta, Canada. We decided to take our three teen preteen children. What an awful experience!! From the grumpy parking man (we parked preferred), man at the ticket office implying that maybe the max pass add on was too expensive for us, to the even grumpier older blonde haired lady wearing black tuque named Cheryl scanning tickets and taking photos. It was awful!! The Castle is under construction, so there   s a tarp with a cartoon picture of the castle. Definitely not the same! Everything in the park is way overpriced, unless you   re a Season Pass holder. Most of the rides were down today (Feb 20th) and some breaking down and the ride operators were so rude when letting us know that the ride was shut down. Seemed like they hated their job and I noticed all of the negativity and so did my children. We rode 3 rides and decided that enough was enough. We left in the worst mood and what a waste of money!! We spent $720 USD which was close to $980CAD for 3 hours! The staff needs a reality check and learn some workplace positivity especially when you work at Disneyland!! ",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
18,652127387,1,2019-2,Portugal,"I first went to Disney 30  years ago. It seemed a fair, happy place back then. I revisted last week and the attractions were the same. It looks like the place is stuck. The people visiting seemed stuck too. No healthy food, mostly expensive fast food. Long waiting lines, for tired rides. I hoped they had updated it is a small world, but no, it looks and felt sad and tacky. Go for a walk in the park or take your kids to the ocean. Don't waste your money on this place. Dreams are not coming true any longer.",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
19,651857855,1,2018-12,Australia,"I know it is all about making money; but our day was ridiculous and a complete waste of time. Not only did we pay for the upgrade (don't waste your money) to help with the lines, but we got there when the park opened ... it made no difference. They need to limit the number of guests and that is the bottom line. How much money do you need to make in a day when people are waiting 2 hours to get on a ride. Travelling from Australia with my wife and two kids,including Disneyland in our trip was a must ... but it was the biggest let down of our holiday. I would encourage anyone to go to any other theme park as sadly Disneyland is simply not worth the money or the time that you waste waiting in line.",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
20,651143338,1,2019-2,Canada,"My husband and I planned a trip with our toddler and infant to California for the first time in February 2019. My Mom mentioned that this was the quiet time for Disney and she bought my daughter a 3 day pass for her third birthday (so we also had to buy 3 day passes for ourselves costing over $400). What a mistake. We were done with Disney after just one day. All you do all day long is wait in lines. You   ll wait in line to get into the parking lot, then you   ll wait in line to use the elevator in the parking lot (only 2 elevators in the entire parking garage for a park that accommodates 44,000 people, most of whom have strollers or wheelchairs), you will then wait in line to get to security, and then wait in line at security to be screened and to have them dig through all of your belongings, then you will wait in line for the tram, then you will wait in line for tickets (if you didn   t buy them beforehand online), and then you will wait in line to FINALLY get into the park (all of this usually took about an hour minimum). Then you will wait in line for a ride (sometimes a 2 hour wait), then you will wait in line to meet a single Disney character (usually a 30 40 minute wait), then you will wait in a line for crappy overpriced food, then you will wait in a line to see one of the shows, then you will wait in line to use a single change table in the washrooms (there should be more than one change table in the washrooms at a children   s theme park), then you will wait in line trying to buy a souvenir, then you will wait in line to get back on the tram, and then you will wait in line in traffic trying to exit the park. This place is a massive waste of time and money. Never again. We   ll take our kids somewhere that our precious time together won   t be wasted.",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
21,649976319,2,2019-1,United States,"We went on what was said to be their slowest week of the year... I guess everyone else in the world did too. We lined up for 45 minutes just to get in the park. Spent so much money on tickets, and then spent half of the day standing in lines for a 2 minute ride. LOVE the rides, but overall not worth it. 3 different rides broke down while we were in line.",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
22,649674980,2,2019-1,United States,"In summary, Disneyland and Disney California Adventure are not worth the price they charge. For starters, the crowds. We went on a Monday and a Wednesday in January, and it was still extremely crowded. For example, just to get into the park, it took me 45 minutes to get through the security bag check (more on this later). By the time we made it into the parks, the lines for most rides were already 60 90 minutes long. We did utilize the Fastpass system, but it is so limited in how it   s used that you will inevitably be spending time in standby lines throughout the day. On Monday, we arrived at 9:15am and left at 5:30pm. We rode 6 rides. For most of the day, the Cars ride was a 120 minute wait. In addition, the food and restaurants are way overpriced. We did the Blue Bayou (their nicest restaurant, which you need to reserve a month ahead of time due to the crowds), and the Galactic Grill (their budget eatery). The Blue Bayou has price tags that would have passed for a very fancy restaurant. However, we weren   t that impressed with the food. We all agreed that we   ve had better food at chain restaurants than Disneyland   s version of an upscale place. And the Galactic Grill was straight up awful. The kids burger, which was $8, was literally a slider sized sandwich that consisted of two flat and bland buns resting on a dry, thin meat patty. My kids were horrified. We had eaten at In N Out the day before (which is cheaper and far superior) and my kids couldn   t get over how awful their Disneyland burger was. For the price of admission that they are charging now, I am convinced that I do not get my money   s worth. Due to the crowds, in order to experience more than a few things, you either have to go multiple days, or purchase a Maxpass, both of which cost even more money, and in my opinion still don   t deliver. If you do end up going, I would strongly recommend bringing your own food and water. Their food is horrible, and very expensive. We did this the second day we went, and it was a much more pleasant experience. This does necessitate that you bring a bag or backpack, which means you will have to go through the security bag check. So I would recommend getting to the park early so that you don   t end up waiting an hour just to get into the ticketing area! We did this the second day too, arriving at 8:15am (the parks open at 9am). It was still mobbed with people, but I was able to get in by 8:50am. Use the Fastpass system as much as you can. You will still end up waiting in line, usually around 10 20 minutes, but it   s much better than 60 90 minutes. The Maxpass would be nice, since it allows you to obtain a Fastpass from your phone as well as have multiple Fastpasses, but it   s an extra $15 per ticket. We just weren   t willing to give any more money to Disney after such a crazy admission price. The only reason I gave 2 stars is because the rides definitely are quality rides. They are fun and exciting and tell a story. And the park is very clean. But as I   ve stated multiple times, it just wasn   t worth it in the end. ",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
23,649232069,1,2019-1,United States,Half of the attractions were closed when we visited yet we were still charged full price.  Very crowded and long queues for 60 second rides which were pretty ordinary.   Over priced and over rated.,Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
24,648604900,2,2018-2,United States,"I am a Southern California grandmother who remembers going to Disneyland as a child and then later taking my son there when he was a child. Now I am able to take my grandchildren there. Unfortunately, I feel an obligation to tell people  especially people who pay lots of money for travel and accommodations   that Disneyland is not what it used to be. Disneyland is very expensive. And very crowded. And the rides don't always work. Last year, I paid over $550.00 to take my son and his family (7 people) to visit the happiest place on earth. We were pretty disappointed because many, many of the rides stopped working throughout the day. I remember the days when ride closures would be announced ahead of time, but these closures were intermittent and seemingly random. We would stand in line for awhile and then be told that the ride had to be taken down for maintenance. In addition, we sometimes had trouble finding a restroom that was open. Three times throughout the day, we were actually turned away from restrooms. For the price that we paid, I really expected more. We haven't been back since, and don't really have a desire to return in the near future. Please, if you are planning to travel a distance, book hotel rooms, and buy multi day tickets think carefully about whether or not you really want to spend all that money on something that is sadly not what it used to be.",Disneyland_California,7,told disneyland cast ask disnei said member dai park employe ticket peopl ride time line
25,647594963,1,2019-1,Australia,"Long lines and unhelpful staff and unhappy employees, I don   t want to even waste my time writing the rest, it   s just not worth it.",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
26,646892224,2,2019-1,New Zealand,"We went as a Family of four with two teenagers 15 18, over from New Zealand and thought the park was highly overrated, expensive, crowded, and you get no advantage with a fast pass. If you are coming from New Zealand or Australia don   t waste your time and money, just go to movie world on the Gold Coast as we found that a lot better than either Disney park. Too much hype on the Disney name. ",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
27,646170686,2,2018-7,Australia,"We went in the heat of summer so we were braced for the heat yet after we had paid for both the Disneyland park hopper we realised that many of the main attractions had broken down. Due to the heat the performers could not parade and the fireworks were also cancelled. We went to the reception at the end of the day and told them about our experience they were all extremely friendly and helpful and offered to give us a season pass or a full refund. I must admit that made the day a lot better. The next day we went to Universal Studios. I would recommend it much more, fun rides, cheaper than Disney, great cooling systems and all the rides were working. ",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
28,646105891,1,2018-3,United States,for the price you pay for a hopper and fast pass its not worth it. unless you like to run back and fourth from park to park because fastpass only allows certain times for rides.  literally waste of my time and money,Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
29,645366348,1,2018-9,Hungary,"We were very excided about visit Disneyland Park this was planned to the highlight of our holiday in US   but it was almost a nightmare...We choosed a weekday, in September   hoped less people because of school day...The end of the line was at Harbor Blvd before 9 o'clock... At security check we had to throw away our selfie stick, I don't know why because later in the park we saw that many people used. Finally we could enter to the park after 1 and half hour waiting (with a 5 years old kid). In the park everywhere had to wait 10 20 30 minutes for a ride   terrible!!! There were lot of people with stroller, finally it was impossible to walk without hit a stroller... And so on and so on. We asked a girl from the staff and she told it was a very strong Monday..Finally I can give only one advise to the management, please limited the number of sold tickets for a day   because it was a very bad experience for us because of the too many visitors.",Disneyland_California,7,told disneyland cast ask disnei said member dai park employe ticket peopl ride time line
30,644870296,2,2019-1,United States,"I have two a 7 and 6 yr old. First week of January and it was busy. If you don't live in California, have kids that go to school, and you have not ever been to Disneyland, it's extremely hard to go when this place is not busy! Overall, if you haven't been to Disneyland go one time when the kids will remember it and spend at least 3 days. And try to avoid doing it 3 straight days if you can, because the kids will not wake up early and stay there until 10pm  that's a long day and lot of money! You would have to plan meals to bring if you want to save. On top of that LONG lines waiting for a one minute ride. Fast track pass, ridiculous, it's a waste of money. You would have to arrive at the park really early to make a good use of it and you'll be lucky to get 3 rides with a fast pass. I honestly do not think it's worth spending your money here. You will have a way enjoyable and relaxing vacation going somewhere else where it's not overly expensive, crowded, and waiting from 70 to 160mins   2.5hrs for a one minute ride! Characters? It's about luck on busy days. You want rides or meet characters? How about shows? No way! Unless you have enough time and money to spend to everything, but you will not do it in less than 3 days. Not the happiest place on earth after 3hrs here. We had good experience in the past when kids were not in school, but now vacation will be planned somewhere worth going. ",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
31,644619641,1,2019-1,South Africa,"I recently visited the park and the most heartbreaking thing to see was the horses cart people all day. To think you can use other means to transport people, and the park chooses to use a horse. Extremely sad. And some carriages are petrol driven, should the park not consider electric?  The park is way to busy so it becomes hard to do anything with the wait period on average an hour. So in the end a waste of money and your time. Just a money making scheme. I personally will NEVER return. What a disappointment. ",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
32,643440479,2,2019-1,United States,"The crowds are a cause for safety concerns. We arrived New Year   s Day (which was actually nice) however today January 3rd.... the crowds were so large it was aweful..... The park is decorated extremely nice, especially showing its beauty at night. The average    main    rollercoasters averaged 2 3 hour waits when not using fast pass. Enjoyed most of my trip, but hope not to come back again for 5  years at least.",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
33,643437220,2,2018-7,Turks and Caicos Islands,Great rides but lines were just waaay too long. Think Disneyworld is significantly better in that respect.,Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
34,643180230,2,2018-12,United States,"Do not waste your money. Disneyland is not magic anymore. Expensive, over crowded, poor food ( it is like paying fine dining prices for Macdonalds) Takes forever in lines to go on any ride, and then you realize that you pain hundreds of dollars to stand in a line. ",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
35,642097385,1,2018-12,United States,"We took our 2 grandsons to Disneyland for the day, while in LA for a short stay to bring in the New Year. We paid in excess of $600 for tickets for one park ( Disneyland ) and we paid the extra for the Maxpass to avoid long lines. The cost was never an issue as we have been to DisneyWorld in Fla many times and realize that while it is expensive, it was always worth it for the memories and the experience. The only memories we are going to bring away from our visit to DisneyLand are going to be off outrageous wait times on every ride ( and that was after waiting for 2 hours in a line to get through security despite getting there at 8.30am )the frustration of not being able to use the Maxpass because use is severely restricted. Once we booked our Maxpass on one ride, we were not allowed to book another for at least 2 hours. The reason for this was never given and befuddles me. When we were able to book another ride on Maxpass there were no times available for hours. All in, it was a terrible experience and I can say we will never be back. Thank god we only planned one day for DisneyLand during our stay, otherwise the whole trip would have been a disaster. ",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
36,641906301,1,2018-12,France,"Visited for Xmas with my 3 kids, aged 1 ,2 & 4 yrs old. Waited 1h30min to do the carousel. After that waited 1hr and the Q was still at 50% and my daughter said she was tired waiting foe the flying elephants, so we left the Q. We waited 1hr to order a coffee!!!!!! Every ride had notes on saying 75min , etc waiting time!!! The worst spent    2000 for a Xmas in Disneyland and paying    300 for nothing. Very poorly managed to reduce waiting times. Disneyland you won   t see us ever again!",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
37,641901270,2,2018-6,United States,"I have been to Disney World in Florida as a child and now I am well into my adulthood.I still wanted to hit Disnelland for the experience. And now that they own franchises like Star Wars and Marvel, then it seems like more incentive for me to visit, right?Not really.Disneyland is a victim of their own success. It's way too overcrowded and yes, I understand that it's supposed to appease children, but the sheer amount of people pushing baby strollers was ridiculous. I heard that they allow folks to ride electric scooters. That wouldn't be such a bad idea if the walking lanes were not so densely populated. The lines to wait on some of the rides (at least the ones I wanted to ride) were unbearable. So my judgement is based on how much I paid to enter versus what I was actually able to enjoy when I was there. I keep hearing people say you have to go early. So let me get this straight;Instead of being among the thousands, I will be among hundreds that are also early birds?If I showed up right when the gates open, I could probably squeeze in one more ride but it also meant that I had to stay 2 or so more hours at the park to get in that one extra ride. By the time I'm finished that, I'll be among thousands once again.All it means is that I would have to stay there longer and for what you pay, it's not really worth it.Just go if it's something you have to take off your bucket list or if you've never been to any Disney themed park. My guess is that they will eventually have a baby stroller museum and daily contest.",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
38,641460283,2,2018-12,United States,"Make this quick. MaxPass it! Schedule the rides. Try to do the early in times as well. Prepare for rude people after 1pm, lots of stroller road rage, try to keep your family safe! next time we know but I think I will wait another year before returning. We will try California adventure this summer.",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
39,641053143,1,2018-12,Canada,"We paid 10 dollars per person for the fast pass and used the app. The app allows you to sign up for appointments for the busy rides but it doesn't tell you that the ride is broken down for the day. The best rides were broken down including The Haunted Mansuon, Space Mountain and Star Tours. My father is disabled and the accommodations for people with mobility problems are poor. My family won't be returning. ",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
40,640248502,1,2018-12,Canada,"I bought a 3 day pass online since there was a deal for Canadians. However, it was soooo overly crowded that my teenaged son couldn   t take it so we left after an hour! My husband and I went on our own the next day   we waited in a long line to go through security, another long line to go through the entrance. Once we got inside it was 4 hrs to wait to use our Fastpass,!!!! It was so crowded we bumped into people constantly. There was nothing enjoyable about this at all! We went back again with our soon at 0900 Monday morning to try again and the crowds built up pretty quickly. Already an hour wait for Fastpass...so we left after an hour. Disney needs to limit the amount of people it lets in! No one looked very happy to me. When people spend lots of money with prepaid tickets and travel far, they should be able to enjoy themselves!!!",Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
41,634463638,1,2018-11,United States,"You wrote a review for Disneyland Park 2 minutes ago You buy a ticket but when you get to the entry, they REQUIRE you to have your photo taken. Now Disney's facial recognition database has your picture which they can use or sell. Go to Universal or go to the beach!!Also, no discounts for nighttime entry as they used to. Means you pay roughly $30 per ride, since in 4 hours you might get on 4 rides if you are lucky. NO FAST PASS if you enter at night because they already gave the slots away earlier.",Disneyland_California,7,told disneyland cast ask disnei said member dai park employe ticket peopl ride time line
42,633907663,2,2018-9,Israel,The park really disappointed me! all the rides are for little kids and not for adults at all. we actually upgraded the 97$ tickets (a person) and went to the other park adventure (it costs us 50$ a person). The parade was great and there wasn't light pardae show.The queue line is busy we waited 80 minutes ! to 1 ride,Disneyland_California,9,ride park line wait time disneyland dai disnei peopl hour crowd pass place visit like
